,prediction,Age
7471147103_R06C01,36.951598738103684,35.7
7786915063_R02C02,49.01556040730611,49.0
7786923049_R03C01,42.973302925057354,41.7
7507875141_R01C02,62.42900347783728,66.80000000000001
7796814021_R03C01,49.036797277372884,51.3
7471147106_R03C01,34.590658728902945,39.0
GSM2334246,52.55889818167625,51.0
7786923042_R06C01,42.56583666197406,42.8
7786915004_R01C02,37.66291557307934,35.7
GSM2334057,14.232685780346008,17.0
7471147069_R05C02,40.11268361095077,42.900000000000006
7512560087_R02C01,68.36530094400723,64.1
7471147049_R06C02,48.15011682569613,48.7
GSM2333966,76.67088104219528,82.0
7471147163_R01C02,56.63698159060416,54.4
7786923025_R03C01,46.589380670333234,46.5
7786915114_R06C01,44.98749747537119,43.5
7471147077_R05C02,39.074394825051755,36.5
GSM2334327,26.511242837030878,28.0
7471147140_R05C01,51.34862789303415,49.8
7471147083_R06C01,56.754508207759834,59.2
7471147027_R01C01,44.81339996085735,40.6
7786915120_R06C01,46.07159792840379,44.3
7786915105_R01C01,65.44356281218715,67.4
7786915158_R04C02,61.80888541639645,65.8
7786923036_R06C01,45.19405755560748,45.8
GSM2334364,20.746519358815988,22.000000000000004
7512551046_R05C01,51.70520569817345,55.7
7471147025_R06C01,41.426617855779114,37.5
7471147141_R02C02,41.02994248907363,37.5
7512560087_R04C02,44.65797443351497,40.2
7786915109_R03C01,56.41146954504376,60.4
7471147136_R06C02,48.236423689471636,46.9
7786915105_R04C01,56.18441534609068,52.8
7786915052_R04C01,48.63135789437386,47.8
7786923004_R01C01,67.86535939686435,68.5
7512560114_R01C01,42.17858099045048,39.39999999999999
7471147077_R01C02,50.453847805911124,49.2
7786923006_R03C02,57.77335637689315,61.1
7786923019_R06C01,59.549753143447646,61.6
7786923031_R05C01,42.914811604216595,44.89999999999999
7786915090_R05C01,45.75315795665432,45.7
7471147143_R06C02,42.56352078583984,42.3
7786923029_R01C02,41.53818596806603,43.5
GSM2334622,75.40153030532731,80.0
7786915148_R01C02,40.89960260727696,40.2
7507875139_R04C01,40.055600811406805,39.8
GSM2333931,66.69755696005483,68.0
7471147099_R06C01,57.89882531393076,51.0
7471147143_R05C02,45.784914905242445,46.599999999999994
7786923036_R02C01,38.71273417271472,39.8
GSM2333926,13.576091083498795,16.0
GSM2333912,17.7996150750272,18.0
7507875153_R01C01,45.40569958216367,42.2
7786915049_R02C02,50.60391478122979,54.1
7786915128_R03C02,54.07490854642895,51.6
7786915055_R02C01,65.96856223333023,68.6
7471147165_R01C02,49.26786559583715,49.2
7786923019_R06C02,68.38239639676628,44.7
7786923025_R05C02,39.22795023181189,35.1
7786915159_R03C02,54.769269980940585,54.5
7786923025_R06C01,42.964605361958284,38.7
7471147105_R06C02,47.11419004745139,50.3
7786923050_R05C01,36.38047434783222,35.1
GSM2334244,49.42293977076405,50.0
7796814014_R03C02,64.17262632877456,67.1
7786923020_R01C02,51.52379950150531,50.8
7471147041_R05C01,37.474342164512606,40.2
7786915129_R05C01,52.682076609081946,51.3
7471147072_R01C02,53.63733930232469,54.6
GSM2334238,60.28383283675357,61.0
GSM2333915,62.35769643336642,65.0
7786915117_R03C01,55.28982766951157,54.70000000000001
7471147077_R02C01,69.81911910027321,66.5
7471147099_R03C01,43.514269988762706,41.7
GSM2334289,65.38595636291407,69.0
7786915150_R05C02,39.25798001406969,35.2
7786915036_R04C01,52.34276912887684,48.8
7786923029_R04C01,54.24959859246338,51.5
7512551025_R06C01,45.05500601380226,41.9
7786915151_R02C02,52.75189276362569,55.3
7471147041_R01C01,64.8434049273593,70.0
7786915112_R01C02,44.977454242534016,46.7
7471147092_R04C01,52.81695686202266,50.7
7512551025_R04C01,56.51610908988218,53.7
7471147055_R04C01,57.97502141404647,59.8
7786915053_R05C02,39.94119523554008,36.900000000000006
7786915141_R02C01,46.44176191490732,48.3
7471147030_R04C01,54.26145165887991,51.5
GSM2334153,12.933839631306128,15.0
7786923056_R02C01,49.41395781772008,49.5
7786915005_R05C01,55.45937743517259,58.5
7471147121_R02C02,52.95457308462685,55.10000000000001
7786923067_R02C02,70.35370827779263,70.4
7471147106_R05C02,49.05235702634717,51.4
GSM2334338,31.469784854252687,32.0
7471147057_R01C02,53.696695559637554,53.400000000000006
7507875130_R03C01,54.88818832123967,55.900000000000006
7471147105_R02C02,40.959371740939545,43.0
7786923011_R05C01,45.77943087084161,41.0
GSM2333969,47.414044209309964,45.0
7786915112_R05C01,38.64006296168148,40.2
7471147121_R02C01,47.60096296886148,46.9
7786915152_R06C02,62.00323677516964,63.900000000000006
GSM2334087,82.42601565482985,76.0
7471147138_R06C01,69.38163282790671,73.1
7471147061_R05C02,48.93192135622867,49.2
7471147098_R04C01,43.92169110164265,45.5
7507875155_R04C01,39.864413515290394,39.9
7471147006_R05C02,42.54387574181633,43.2
7471147012_R01C02,45.472276699893925,41.9
7507875150_R03C02,63.76000689899026,68.0
7786915166_R01C02,46.406514144260306,42.5
7786923066_R04C01,66.23556883331455,71.1
GSM2334306,13.897750694580434,16.0
7786923002_R03C02,49.87176683072002,50.900000000000006
7786915129_R01C01,39.32045609246677,36.900000000000006
7471147094_R02C01,58.449142971500514,55.4
7471147030_R01C01,53.13375264782365,51.7
GSM2334276,78.68573097400622,79.0
7786915126_R05C01,48.674816690844885,49.599999999999994
7786915121_R04C01,61.45746088588209,62.3
7786915156_R04C01,51.91094076478984,54.2
GSM2334429,23.9743192826339,23.0
7471147103_R05C02,61.87029668249397,58.9
7786915153_R04C02,50.998592571307235,54.4
7471147002_R01C02,47.74108382902888,43.8
GSM2334301,72.43682506117004,70.0
7471147075_R03C02,50.91728875606203,49.7
GSM2334285,36.83454399255463,39.0
7786915018_R01C02,34.274222764380234,35.9
7786915122_R05C01,53.05204634078602,54.8
7786923056_R03C02,32.139254648713745,35.1
7786923012_R01C01,59.374755189891516,61.9
GSM2334205,52.01462386078071,51.0
7471147149_R02C01,60.66059027658038,62.4
GSM2334155,40.43824635640404,38.0
7471147103_R05C01,57.537781720769885,55.3
7786915158_R06C01,55.66224672405038,50.900000000000006
7786923040_R04C01,54.88139068577064,57.3
7512551016_R02C02,48.825718019699934,46.1
GSM2334462,41.66906745989566,40.0
7471147095_R05C01,36.284222640558184,35.2
7471147006_R06C01,54.72501693193916,55.4
GSM2334480,67.07227665607098,67.0
7471147127_R05C02,47.2876267729979,50.900000000000006
7471147095_R05C02,66.69859224841082,69.5
7471147104_R01C02,62.901133652238066,65.6
7471147067_R01C01,35.96531790936972,39.5
7471147030_R02C02,63.69231776908526,60.49999999999999
GSM2334267,41.677034580728275,44.0
GSM2333903,22.008101674521455,23.0
7786915042_R05C02,66.45249409207247,66.2
7471147106_R02C01,64.97817335413399,63.599999999999994
7471147106_R06C02,47.73836898639078,46.5
7786923018_R01C02,41.84867984870962,39.0
7512551016_R06C01,55.238069989847574,55.50000000000001
7786915093_R04C01,43.31480230618192,40.4
7507875120_R05C01,50.40620918155885,54.2
7507875062_R05C02,63.51164918539433,71.0
GSM2334456,14.724804168270339,17.0
GSM2334210,17.2750215534224,20.0
GSM2334129,73.87225090637932,70.0
7471147041_R02C01,62.435342361193364,60.0
7471147074_R05C01,61.05927712379521,56.0
7786915113_R05C02,54.79496800785827,54.8
7507875027_R02C02,54.69149514849681,54.6
7471147078_R02C02,36.171036209272685,35.6
7786915137_R04C02,49.674267125638664,49.0
7786915008_R04C02,63.03323545768619,65.20000000000002
GSM2334070,47.75795822949927,46.0
GSM2334116,40.54017606299868,41.0
7786923001_R06C02,51.724965608257975,55.10000000000001
7471147104_R02C01,43.88515386196161,43.7
GSM2334163,73.42160629545992,77.0
7471147041_R06C02,39.835056499238874,41.4
7786923006_R03C01,49.03537028443931,52.4
7786923002_R04C01,73.02489374305375,73.5
7471147102_R02C01,66.96155939534957,66.9
7786915083_R02C02,68.13049017408491,67.6
7786923019_R01C01,60.5422374856375,51.6
7512560087_R02C02,34.684459612397355,35.2
GSM2334134,31.597673027514794,32.0
7471147081_R03C02,45.110499778691725,44.3
7796806168_R06C02,43.91473469515037,42.900000000000006
GSM2334248,76.2971174683618,79.0
7786923013_R04C01,39.121456780097894,35.1
GSM2333933,75.09280205926797,80.0
7471147077_R03C01,43.58153347552404,46.5
GSM2334417,50.244799241016,51.0
7507875134_R03C01,41.62078573636118,44.099999999999994
7507875062_R05C01,48.78810618352608,46.4
7786915151_R05C01,53.344472779386074,53.800000000000004
GSM2334257,48.52758103204671,45.0
7512560114_R06C02,46.80447845240374,49.8
7512551029_R03C02,44.79136366404266,40.9
GSM2334602,38.380275088073645,38.0
GSM2333905,71.99762280370561,74.0
7471147147_R01C02,65.71415798641064,65.1
7471147069_R02C02,37.546615779356486,37.3
GSM2334362,10.194541610491573,15.0
GSM2334030,76.64089676333316,80.0
7471147077_R06C02,36.46045211709081,37.2
7786915093_R01C02,46.88920622013996,48.0
GSM2334547,81.4781093790809,85.0
7507875155_R02C01,66.16720401586265,73.9
7471147062_R01C02,47.84697254512615,49.0
7786923044_R05C02,50.388851951406075,51.8
7796806165_R03C02,62.673741761503216,62.5
7796806168_R03C01,44.05046418959596,43.8
7786923085_R02C02,52.32389518075368,50.6
GSM2334467,35.4602075251787,32.0
7471147090_R06C02,53.81197451411934,52.099999999999994
7786915062_R04C02,56.32076056650191,55.0
7786923085_R04C01,38.79198655667972,39.6
7786915092_R04C02,45.687588187563215,45.7
7471147147_R01C01,58.513789775273125,61.400000000000006
7507875091_R03C02,60.73495102763948,64.30000000000001
7471147103_R01C01,46.062545076624,46.0
7471147025_R05C02,42.98011247133924,42.5
7471147030_R05C01,42.81585052579395,43.400000000000006
7786915101_R01C02,59.701377290776094,54.8
7471147099_R01C01,49.53662084381544,47.39999999999999
7471147040_R04C01,71.03795224364083,74.1
7786915036_R03C01,66.49061305996753,68.6
7786923025_R01C01,50.95811901797665,47.5
7471147112_R02C01,38.2306600170134,35.2
GSM2334145,16.847216505166863,17.0
7471147004_R04C02,53.888197092083246,49.5
7786915166_R04C02,40.2691846123459,39.0
7471147057_R02C01,44.50492880960164,42.39999999999999
7512551016_R01C01,61.340611037362784,62.4
GSM2334635,70.37928924134572,68.0
7786915153_R06C02,49.54339290900674,47.3
7786915126_R02C02,39.71709497628269,40.4
7786915122_R04C01,42.969544128407264,39.2
7786923064_R06C01,47.95694042607889,50.6
7471147041_R02C02,48.58832003274029,44.5
7786915107_R06C01,39.419738551085075,37.8
7786915144_R01C01,48.663713421515254,49.8
7471147061_R03C02,61.3823820959692,62.3
7786923038_R01C01,68.652222190862,68.6
7796806168_R03C02,48.19537876826993,44.8
7471147088_R05C01,53.34866064645943,54.1
GSM2334242,52.30904035806628,49.0
7786915121_R05C01,59.633736776971475,57.99999999999999
GSM2334183,55.63233729274503,50.0
GSM2334539,34.05249343379799,33.0
7471147040_R03C01,51.97174378104514,53.1
7512560114_R04C01,42.853924809188385,39.5
7507875118_R02C02,57.07448409952491,65.0
GSM2334203,45.81448032903357,47.0
7471147064_R02C01,41.876071566181466,37.9
7786915049_R06C02,50.512465628457974,44.5
7471147061_R02C01,49.78869234380309,53.400000000000006
7786915150_R01C01,47.939547460936765,50.3
GSM2334158,25.782656742351463,22.000000000000004
7471147078_R04C01,43.52165099186698,43.0
7507875091_R03C01,52.22049872468206,46.8
7507875026_R05C01,51.60932532636113,51.3
7471147103_R02C01,61.12282400855892,63.3
GSM2334474,65.59965250990467,68.0
7786915055_R05C01,50.37166478514314,48.1
7507875153_R06C02,42.3401539734848,40.8
7471147146_R01C02,47.906266471312065,44.8
7786915121_R02C02,58.174950245792886,53.6
7471147083_R04C01,52.49656466555436,53.00000000000001
7471147071_R01C01,39.39645197635932,40.6
GSM2334493,34.88232188723234,37.0
7471147145_R02C02,53.30116390600113,56.5
GSM2334388,13.56064095425669,15.0
7507875157_R03C01,61.249694058363026,62.2
7786915156_R05C01,50.798130938518796,48.7
7471147034_R02C02,49.94229771166017,44.89999999999999
7512551025_R03C02,44.02425989035926,42.5
7786923035_R04C01,50.954699329847266,53.3
7507875062_R02C01,53.56310223255826,50.5
7786915138_R05C02,47.36832762334329,45.6
7786923036_R01C02,60.086183071945825,66.0
7507875141_R05C01,68.67227873141516,71.2
GSM2334389,78.37421598912132,77.0
7507875061_R04C01,65.10413458122153,58.3
7786915153_R06C01,64.02062217596644,63.099999999999994
7512551046_R02C01,55.04562569764253,56.0
7471147047_R06C02,58.31418154413944,55.6
7471147115_R02C01,37.02249064531159,35.7
7471147149_R05C02,47.28936498777574,49.8
7786923077_R01C02,43.16857166050532,42.2
7471147067_R06C01,49.004050268465264,48.6
7796814021_R06C01,41.61396872529991,39.5
7471147025_R04C02,42.77377784831145,41.7
7471147149_R06C02,41.941431911160905,36.2
7786915159_R03C01,59.14919541297078,60.60000000000001
7786923056_R05C02,44.32412531416192,46.7
7786915107_R01C02,60.87101459922908,60.89999999999999
7786915134_R02C02,47.82831939721923,44.4
7786915107_R01C01,42.733031911558555,45.6
7786923008_R05C01,69.97351611731392,65.0
7471147040_R02C02,59.62882493913785,55.6
7796814014_R04C02,34.60649169212141,38.2
7786923004_R05C02,49.62084917380777,50.6
7786923035_R03C01,33.667925493875536,35.3
GSM2334256,46.88326165668128,47.0
7471147099_R05C02,59.55098037848212,62.2
GSM2333939,57.67294773994844,59.0
7786915156_R01C02,43.06188442084479,41.2
7786915084_R05C01,59.24503795845864,59.1
7796814014_R06C02,48.43690898153582,45.10000000000001
7786923005_R01C01,34.54327068755539,35.3
7786915093_R02C02,46.7634918958016,50.10000000000001
7471147065_R04C02,50.85356942603631,49.7
GSM2334555,54.17413515672552,49.0
7786915156_R04C02,38.872360831381,39.8
7471147148_R05C02,43.759848714284146,43.6
7796814021_R05C01,46.786594573001054,44.3
7507875047_R05C01,59.80293806780711,59.9
7471147115_R03C02,46.51665649950681,43.7
7786915008_R05C02,36.11671056894009,35.4
GSM2334265,32.66975929572869,31.0
GSM2334270,54.53708039903094,53.00000000000001
7796806129_R02C02,49.153985721352555,50.39999999999999
GSM2333914,54.528136098644055,55.0
GSM2334054,73.45011435250794,74.0
7786915132_R02C01,48.27264544871067,46.9
7786915061_R01C01,71.32807753902375,72.9
7786915137_R03C02,67.70919387126312,62.4
7796806168_R02C01,52.20833770088846,46.8
7471147075_R04C01,59.73609001159754,61.7
7507875129_R06C01,38.31688261957777,38.1
7796806168_R01C02,45.56047344071841,46.2
7786915063_R02C01,35.572365177513475,36.4
GSM2334382,41.82186218641654,42.0
GSM2334517,71.02814451892229,72.0
7786923015_R05C01,33.1502175911438,35.3
7796814020_R05C02,48.49873720302725,50.5
7507875027_R04C01,59.74177769243621,59.0
7786915079_R04C02,61.02058207487444,68.9
GSM2334449,56.7457164527425,56.0
7507875091_R01C02,50.43045133201166,48.5
7507875063_R01C02,47.95947333276071,46.8
7786923023_R04C01,70.30745164370265,71.7
7471147085_R04C01,52.831135869513666,52.89999999999999
7471147004_R03C02,55.20580133847924,58.5
7471147081_R03C01,42.50120649449334,43.6
7786923011_R01C02,41.355288250758775,35.1
7471147040_R01C02,49.56532601939743,51.0
7786915103_R05C01,59.155079002574006,58.3
GSM2334500,17.720558467799144,18.0
GSM2334562,77.74352324697841,75.0
7786915144_R01C02,44.759151860586186,53.9
7786915008_R02C01,67.0563493777439,70.1
7786923059_R02C02,46.78557467447412,46.599999999999994
7786915123_R02C02,60.94646565212622,57.0
7786915049_R05C01,39.474288115282405,35.2
7471147061_R04C02,41.88655912377324,45.10000000000001
7471147034_R05C02,53.26356602971534,52.20000000000001
GSM2334279,44.784938580041,45.0
7471147163_R04C01,55.001355861085244,52.3
7786915052_R02C02,45.89816650338839,46.5
7471147004_R02C01,56.0700226446628,57.199999999999996
7786915036_R05C01,39.1389181450399,35.6
7471147034_R01C01,63.859096218018266,61.1
7786923036_R03C02,51.62842096544003,47.8
7786915042_R02C01,50.182332495509065,47.89999999999999
GSM2334080,37.88790976345474,39.0
7471147069_R04C01,38.008662637430646,35.1
GSM2334543,75.88341559657601,83.0
GSM2334227,47.95580751309319,46.0
GSM2334320,44.20129008537816,48.0
GSM2333994,50.37997067750925,49.0
7471147083_R01C02,50.38849511296439,44.89999999999999
7786923037_R03C01,52.232230383416564,63.900000000000006
7471147107_R03C02,39.70358999464638,35.1
7786915105_R03C02,71.1834387515247,71.2
7471147120_R02C01,83.13061910932686,65.9
GSM2334419,38.4368052489435,35.0
7507875138_R03C02,62.05735284135165,60.60000000000001
7471147003_R03C01,36.492263881067565,37.0
7786923013_R01C01,54.928219793799926,57.199999999999996
7786915122_R04C02,48.35997188141124,45.400000000000006
7786915038_R06C02,41.59471173731953,43.6
7471147083_R03C01,48.966253014859774,47.89999999999999
7786915108_R05C01,53.12191471623941,54.4
7507875154_R04C02,37.11749187965261,35.4
7471147094_R05C02,59.91683177076798,58.1
GSM2334372,17.911614381269118,21.0
7786923003_R05C02,55.213279160343674,55.3
7786915133_R06C01,67.61805031645461,64.7
7786915150_R04C01,46.12325639620559,46.9
GSM2334386,42.4574181461426,41.0
7471147059_R02C02,70.5483435585729,70.4
7471147096_R03C01,40.24403507785502,39.0
7471147113_R05C02,47.2530954704866,45.3
GSM2333995,48.15212081754951,45.0
7471147092_R03C01,40.99591502882484,39.7
GSM2333986,17.796265878531354,18.0
7786915137_R02C02,55.58089287964642,54.70000000000001
7786923067_R04C02,47.53592628055091,43.2
GSM2334254,47.13145279678524,49.0
7471147095_R02C02,71.86853265506537,68.0
7786923008_R04C02,56.875774137381335,55.8
7507875150_R01C02,56.9497306285202,56.5
7786923001_R04C01,40.61104472742849,35.3
7786915120_R06C02,50.981538780171256,46.8
GSM2334101,76.03897598816965,81.0
7786923056_R05C01,41.462838344387066,39.39999999999999
7786915083_R01C01,48.587363596381074,44.89999999999999
7786915055_R04C02,51.470238823229266,54.5
7786915122_R03C02,50.629561237592924,50.10000000000001
7471147112_R04C01,62.67473063706697,60.3
7786915114_R02C02,61.14429529252364,61.2
GSM2334035,25.503631373920438,17.0
7796806168_R04C01,60.574872519929606,59.699999999999996
7786923085_R06C02,61.34690114604721,64.1
GSM2334356,20.870259109633423,21.0
7507875168_R01C01,56.24223002240176,55.2
7796814014_R05C01,56.849648512838485,58.3
7786915144_R03C02,51.6105285804185,49.5
7786915144_R06C01,40.30550065540187,41.5
GSM2334504,41.12952076123142,38.0
GSM2334109,15.026567985783359,16.0
7471147121_R03C01,68.10635469571513,62.1
7786923024_R04C02,63.33383197350617,62.4
7786915099_R06C01,49.066414488977316,48.7
7786915053_R02C02,43.53250186753421,44.3
GSM2333978,37.50655538841306,40.0
7786923066_R03C01,51.52431617372726,50.3
7471147081_R01C02,39.95310317965618,35.1
7786923059_R06C01,60.29104448920799,59.6
7786915014_R05C01,33.512277894857164,35.1
7786915004_R06C01,61.36515829055307,54.2
GSM2334011,46.6512730513347,44.0
7786915053_R05C01,57.21253951639515,56.6
7786923006_R02C01,40.91620636799041,36.900000000000006
7786915018_R06C02,35.542342584518785,35.5
GSM2334315,42.4869784044797,44.0
7471147024_R03C01,70.8224284511135,66.6
7471147068_R05C01,40.81806590288612,38.0
7786915127_R06C01,49.55173272714552,48.0
7512560091_R02C02,53.54009800312767,54.1
GSM2334316,15.62221298688964,16.0
7471147148_R01C02,66.73520187794276,68.8
GSM2334142,68.91478597467997,71.0
7471147112_R01C01,65.49215825098717,66.5
7786915148_R05C02,38.227295213420334,41.3
GSM2334541,53.829736584292895,54.0
7786915008_R03C02,42.23786561206262,38.5
7471147055_R06C02,48.23222142873048,45.3
GSM2334005,72.59764413282295,71.0
7512551025_R04C02,46.811797710107086,48.400000000000006
7471147115_R05C02,49.9101603217551,48.6
7786915092_R04C01,43.355629124488125,40.0
7471147012_R04C01,68.93839289250542,65.7
7786915008_R04C01,37.316632123732006,39.0
7786915112_R03C01,61.16551578448839,65.1
7471147081_R06C02,43.79493189062636,41.0
7512560091_R01C01,65.48032157094707,67.8
GSM2333906,71.82527743458445,76.0
GSM2334063,77.24894737978195,80.0
7471147138_R02C01,59.75078212992591,55.900000000000006
7507875168_R06C01,36.970087089214104,35.2
7507875130_R01C01,36.55370730756469,39.6
7786915112_R06C01,52.80522058718042,48.9
GSM2333989,16.67364927551263,18.0
7796814001_R05C01,44.98597986063628,46.9
7786915101_R04C02,57.60034552547319,58.39999999999999
GSM2334411,49.23207968586195,47.0
GSM2334334,71.56148332421338,82.0
7507875134_R05C02,71.06391474937038,73.6
7471147104_R03C02,49.24279840326095,48.1
7471147115_R03C01,45.491754386168914,46.2
7471147078_R04C02,46.640749151634935,48.7
7786915119_R06C01,59.04160707808387,53.3
7471147055_R03C02,46.23914574322058,43.8
GSM2334222,11.984476176331968,15.0
7796814020_R01C01,54.91092644176113,56.0
7786915119_R02C01,63.43319193110332,66.6
GSM2334597,15.178037783229627,16.0
7786915036_R06C02,53.210499365322185,52.5
7471147117_R06C01,71.231460068252,68.4
7786915091_R03C02,44.66525914569357,41.7
7786923030_R06C01,51.50763419111446,51.5
7786915092_R01C01,44.02589574755354,48.3
7786915160_R03C02,57.21172035005219,50.8
7471147025_R03C02,48.947523423299984,55.10000000000001
GSM2333979,75.8885679305551,81.0
GSM2334281,75.03957626151885,75.0
7471147141_R03C02,55.95145085799422,43.2
GSM2334353,48.35394118966079,50.0
7471147163_R02C02,65.19127569534375,65.20000000000002
7471147116_R06C02,65.95689753339138,70.4
7471147004_R06C02,43.6344458462022,43.2
7471147125_R06C01,57.60783914016311,58.39999999999999
7786923022_R06C02,49.369078460514444,48.400000000000006
GSM2334003,44.55204960559962,46.0
7786915046_R03C02,48.93128411581524,48.0
7512560091_R06C01,56.278820077352705,51.8
7786923024_R01C01,57.26241972974057,52.0
7786915113_R03C02,50.727463263293444,49.8
7786915135_R04C02,43.04481866950267,42.0
7786923006_R02C02,65.190168574586,68.9
7471147055_R02C02,41.475507513941125,43.7
7786915099_R02C02,36.85590226467211,35.1
GSM2334225,64.58053168707735,61.0
7471147098_R04C02,48.44273451841531,48.6
7471147118_R01C01,38.26570013137452,40.9
7507875119_R03C02,62.40860259621234,64.2
7507867089_R02C02,56.69475340129749,57.199999999999996
7786915042_R02C02,50.85928115538883,57.99999999999999
7471147095_R06C02,44.50113173960243,42.2
7786915091_R02C01,64.23627670301593,70.3
7786923065_R03C02,68.18396646889116,65.5
7786915079_R02C02,38.666807999707395,38.7
7786915137_R05C01,49.56109574046616,48.1
GSM2334061,17.44937746269477,18.0
7471147070_R04C02,62.2774005335041,60.60000000000001
7786923023_R03C01,45.86291929701941,46.4
7786915144_R02C02,64.36302887748087,61.6
7471147117_R04C02,61.052177621619386,66.4
7786915103_R05C02,38.002148957570284,35.4
7786915090_R06C02,60.611564058427405,61.7
7471147115_R02C02,59.68596228185747,57.199999999999996
GSM2334369,48.98153265253678,48.0
GSM2334403,44.93898229326821,42.0
GSM2334566,56.630288473304795,53.00000000000001
7471147105_R06C01,61.480944800324224,55.6
7786923028_R06C01,50.35076407116546,48.9
7471147103_R04C02,66.23487315083588,71.9
7786923066_R05C01,60.31108862991452,60.60000000000001
7786923017_R02C02,39.48528560399272,38.9
7786915005_R03C02,71.19838759954919,73.7
GSM2334390,47.13617185155435,44.0
GSM2334470,60.3822616815868,59.0
GSM2334247,23.086007507134973,25.0
7786915117_R05C02,43.23690734505135,43.2
7471147079_R03C02,62.441253166708165,61.6
7512560114_R05C01,47.25195761072236,45.0
7786923002_R02C02,66.53309085915028,72.6
7786923020_R03C02,56.39972157133603,60.0
7507875134_R01C01,52.36370002848544,50.39999999999999
7507875138_R05C02,56.565946258819245,61.5
7507875062_R06C01,45.064354552486535,45.6
7786915048_R01C02,44.1944845607202,42.10000000000001
7786915161_R03C02,40.14804664328577,35.4
7786923001_R03C02,44.02423564871513,38.3
7786923015_R01C02,51.646313673035785,53.5
GSM2334546,77.64078699338636,80.0
7786915121_R06C01,37.69672935816321,36.2
7471147070_R02C01,59.49819494146192,59.2
7786915159_R06C01,38.207208241903814,39.39999999999999
GSM2334002,45.704644614961694,44.0
7786915134_R02C01,37.237119629099844,35.1
7507875118_R03C01,63.24888350586873,63.099999999999994
7786915129_R01C02,65.71976529119522,66.5
7786915052_R05C02,59.29921981648076,58.3
7471147107_R03C01,49.568320844264946,49.099999999999994
7786915160_R01C01,50.073321072243004,50.7
7786915134_R06C01,51.15834159410626,53.3
GSM2334239,65.88881092664452,67.0
7786915052_R04C02,65.02744551176676,68.2
7786923013_R05C02,52.460746440154594,53.9
7796814014_R01C01,35.27737920328622,37.7
7786923064_R03C02,41.891891607075166,42.60000000000001
7786915028_R02C01,57.46702602739116,55.2
7786915079_R06C02,62.3093488091463,60.49999999999999
7471147064_R01C01,35.38581912252929,35.2
GSM2333917,78.40128300248253,80.0
7786915046_R06C01,67.53330196963604,71.79999999999998
7786915091_R06C02,49.08594670398358,48.6
7471147036_R01C02,56.795200978109065,57.0
7507875118_R04C02,50.12299844454276,49.2
7786923041_R01C01,57.17010867258219,61.9
7471147025_R01C02,42.98319473788306,43.5
7786923066_R02C01,54.2937074749539,54.3
7786915062_R03C02,65.7282018615359,64.6
7786915144_R03C01,45.80593302420001,45.5
GSM2334477,40.07295904975328,40.0
7786923001_R05C01,37.8658828863408,35.1
GSM2334492,63.56716033403748,61.0
7507875154_R05C02,50.408559858208505,48.7
7507875091_R06C01,46.43633436430074,40.7
7786915105_R05C01,49.33223173916622,48.6
7786923018_R04C01,48.377588755478136,47.60000000000001
GSM2334160,25.09909365950148,24.0
7512560114_R06C01,48.43196944343248,40.8
7786915141_R06C01,34.52905909445874,35.1
7471147027_R02C02,52.83667981076076,55.50000000000001
7786915029_R05C01,46.85005030507562,45.900000000000006
7471147088_R03C01,46.06881958446317,46.0
7786915093_R03C01,38.84074671361644,37.6
7471147115_R06C01,50.20464973550783,52.099999999999994
GSM2334113,33.91445632311148,34.0
7786923005_R03C01,37.9459235915539,38.1
7471147099_R02C01,39.707246615405865,36.2
7786915113_R04C02,56.34894618768378,56.9
7786915093_R06C02,48.77114971419161,47.099999999999994
GSM2334017,49.79439371351698,50.0
7786923056_R03C01,58.98930448647089,63.400000000000006
7786923037_R05C01,73.65108050537108,74.0
7471147072_R01C01,40.353958725218355,39.9
7786923036_R05C01,42.4510896435305,39.0
GSM2334530,82.85387508938041,88.0
GSM2334446,15.503108301158882,20.0
7507875120_R01C01,53.89185305524385,53.400000000000006
7471147081_R04C02,56.00975584342289,60.49999999999999
GSM2334463,21.772238580090516,22.000000000000004
7786915061_R03C01,55.95485896096089,60.60000000000001
7786923010_R02C02,69.49075799612206,70.8
7786915120_R05C02,60.711451729455796,62.8
7786915130_R01C02,52.30211674592973,50.8
7786923027_R06C02,54.904304898359804,51.2
GSM2334550,47.56670906890676,43.0
7507875153_R04C02,39.30654975336576,40.4
7786923026_R02C01,52.6575986857397,50.3
7512551025_R03C01,71.3432515182343,71.6
7786915158_R04C01,48.21814754347592,38.5
GSM2334028,53.68077939665373,49.0
7786923017_R05C01,51.7723039660835,53.5
7786915029_R03C02,72.36005912718164,72.6
GSM2334258,72.19274420651477,74.0
7471147140_R06C01,63.76481741974179,67.8
7471147104_R04C02,59.77654625633556,58.3
7471147079_R04C02,47.63318779436017,46.4
GSM2334586,69.84184224377714,70.0
7471147107_R06C01,39.282184389887234,43.2
7786915051_R02C02,47.808478636174776,43.0
7471147102_R06C02,47.59158407793804,45.6
7471147068_R02C01,37.05097893806253,41.599999999999994
7471147087_R04C01,47.62156822663323,47.0
7786923028_R02C01,53.85283238839823,45.5
GSM2334529,62.42743682287748,63.0
7471147104_R02C02,42.768834522340796,40.6
7507875027_R05C01,65.01988947067403,65.20000000000002
GSM2334587,48.912319267070416,48.0
7507867089_R05C01,33.28199700698047,35.4
7471147065_R02C02,64.85397384040316,61.6
