,prediction,Age
7796806165_R02C01,48.7328909237555,44.7
7507875168_R04C02,62.31764325002893,64.6
7786915123_R04C01,55.52462481387496,57.9
GSM2334540,79.68481175485452,79.0
7786915051_R06C02,38.103949256714614,39.1
7471147012_R01C01,67.27430662760695,67.9
7507875139_R04C02,45.60209921770951,45.8
7786915135_R06C01,39.15713937822589,39.8
7471147034_R04C02,36.35181415579646,36.10000000000001
GSM2334528,27.69575357613658,30.0
7786915035_R01C02,32.65067260558492,39.7
7786923029_R05C01,48.29822425576438,45.7
7786915128_R01C02,50.29414497405118,49.2
7786923040_R03C02,54.32326615587727,51.9
7507875141_R02C02,49.01324631303882,47.8
7471147034_R03C01,52.68882662068446,52.0
7471147075_R06C02,53.58942381693125,52.3
7471147125_R03C02,37.687641310750166,35.8
7471147078_R06C01,51.3288218089598,57.5
GSM2334366,85.82027179353686,94.0
7471147003_R02C02,63.57079141620808,68.5
7786915090_R04C02,50.01109015515679,49.2
7786915053_R01C01,43.00171847859136,44.099999999999994
7471147065_R05C02,64.62328216702869,66.6
7471147121_R05C02,55.20586363994337,54.4
7507875157_R03C02,46.11376959633589,48.6
7786915108_R01C01,41.811746621725455,43.400000000000006
7786915128_R06C02,39.12525533811346,39.9
7471147092_R06C01,59.55001847828983,60.0
7471147059_R05C01,47.863846414841255,51.3
GSM2334201,29.979142913243173,33.0
7471147145_R05C01,46.20842549215875,46.7
7786923035_R02C01,36.59277286532107,41.4
7786915008_R01C02,63.8309828441811,66.1
GSM2334069,77.53649897945157,76.0
7786915149_R01C02,50.20772880771327,48.2
7786923008_R06C01,58.79729943014232,55.10000000000001
7786915123_R02C01,43.12003162486202,42.7
GSM2334593,76.30809664866717,81.0
GSM2334507,72.79104219262318,74.0
7471147079_R05C02,41.761699746922005,41.5
7471147165_R05C01,60.85015628468095,67.8
7471147117_R06C02,60.73367192532409,49.599999999999994
7471147096_R04C01,62.180750103650865,56.1
GSM2334159,45.912294239786945,46.0
GSM2334299,54.27906729513532,53.00000000000001
7471147078_R05C02,47.7663955136738,45.400000000000006
7471147067_R01C02,52.66440605183323,54.8
7512560094_R05C01,63.87952765905635,61.5
7786915122_R06C01,37.46202772290462,36.0
7471147147_R06C01,38.31284711647841,36.10000000000001
7786923018_R06C02,60.93547677263881,56.9
7786915028_R02C02,41.35609959810671,40.5
7786923017_R03C02,57.56171091402331,61.1
7471147040_R06C02,51.79193236390648,55.0
7786923003_R04C01,51.69050666722204,51.8
7507875061_R06C01,70.04600152032052,73.20000000000002
GSM2334360,46.95287502053579,48.0
7786923049_R01C01,57.8876731949898,55.10000000000001
7786915113_R04C01,44.50719362530066,42.39999999999999
7471147090_R04C02,52.304218713511155,51.9
GSM2334554,49.83109427126817,48.0
7786923066_R02C02,65.02289368396092,60.8
7786923030_R03C01,48.789429544659185,47.0
7786915141_R06C02,63.59682802659596,63.599999999999994
GSM2334235,40.762608131576634,41.0
7786915126_R05C02,48.28855933876536,50.8
GSM2334059,13.40029630188365,15.0
7786915148_R03C02,58.44923284804392,58.1
7786915166_R05C02,48.31143164498573,45.10000000000001
7507875063_R05C02,45.2190497152993,42.0
7471147136_R04C02,59.796840115099215,60.49999999999999
7786915149_R02C02,47.27563426093381,52.89999999999999
7786915053_R02C01,35.52840695808179,35.2
GSM2334489,36.37742861477917,37.0
7471147040_R05C01,39.1931274942731,37.5
7471147088_R03C02,43.4221525528412,46.5
7786923028_R05C02,49.496932945092695,52.3
7786915042_R03C02,44.88743870634086,47.39999999999999
7471147059_R02C01,39.71311971433407,38.1
7471147079_R02C01,58.1582383649753,61.400000000000006
GSM2334309,18.390366242291893,22.000000000000004
7507875063_R06C02,59.38347563816755,57.3
7471147165_R01C01,54.81821837808744,55.50000000000001
7471147121_R04C02,35.402997460086944,35.1
GSM2333982,17.284983886506943,19.0
GSM2334302,65.20182387311232,67.0
7786915166_R04C01,44.82515038401199,45.10000000000001
7471147055_R05C01,56.446092529211654,61.0
7471147024_R05C01,51.75418031660181,54.0
7786923085_R01C01,52.088139949493154,53.3
7786923004_R04C02,60.43976908772171,62.3
7786915156_R05C02,65.29488137802065,62.599999999999994
GSM2334033,59.8209463104727,64.0
7786923025_R01C02,43.23737346081198,41.5
7471147083_R05C01,41.201506204270416,39.2
GSM2334425,52.09621806767806,49.0
7471147074_R03C02,56.12869386790904,55.4
7507875155_R05C01,57.10571220375499,51.3
7471147116_R05C02,55.9532107048926,57.599999999999994
7786915160_R04C01,42.47708194886267,44.89999999999999
7471147103_R02C02,64.75219026961992,62.4
GSM2334067,16.856129592660903,14.0
7507875157_R04C01,48.43611098300276,45.400000000000006
7786915151_R04C01,69.32998976452188,74.6
GSM2334521,41.83248527922433,40.0
7471147165_R02C02,53.49089825991311,50.900000000000006
7786915007_R03C01,57.5875857091934,56.9
7786923011_R06C01,64.32813143250445,69.1
GSM2334410,51.666532730293596,56.0
7786923019_R05C01,53.408273068424506,52.099999999999994
7786923050_R02C02,44.71129924851377,47.0
7507875119_R02C01,55.32480954749185,51.8
7471147036_R05C02,53.83751892434091,53.7
7786915052_R01C01,52.122272614850765,57.0
GSM2334103,30.543199596472547,32.0
GSM2334408,32.915416140219484,31.0
7796806163_R03C01,39.225112589736305,40.9
7786923022_R03C01,40.212213998908126,40.4
7471147094_R06C01,31.696359919395505,35.8
7507875026_R01C02,57.65856747987905,55.10000000000001
7507875130_R06C02,70.45119022253951,68.7
GSM2334220,36.094449721054445,40.0
7786923031_R03C02,46.92977793983755,46.2
7786915166_R01C01,37.42101622466681,49.8
7786923065_R06C02,45.6332287630593,46.8
7507875141_R02C01,59.188065033061854,54.6
7786915151_R04C02,45.28605087949674,43.8
GSM2334263,67.54086732269587,62.0
7471147104_R06C01,39.258132849698,37.2
GSM2334469,39.02524148894298,40.0
7786915053_R06C01,52.094483649633375,48.9
7786915014_R02C01,37.46158262845459,36.3
7786923035_R03C02,58.90648331988303,63.900000000000006
7471147070_R06C01,48.19824516179631,47.7
GSM2334448,77.27427605352723,74.0
7786915009_R02C02,63.63765905933912,66.4
7786915151_R06C01,63.10324411407967,62.70000000000001
GSM2334092,71.76468579956521,66.0
7512560114_R03C01,52.41729658931373,51.9
7786923030_R03C02,54.847148213441734,56.300000000000004
7786923040_R06C01,56.40624210371292,56.300000000000004
7786923065_R02C01,49.22647366358909,50.900000000000006
7786915127_R06C02,51.35250329698441,52.099999999999994
7786915107_R02C02,47.718128997235524,51.4
7471147105_R05C02,44.401083591294565,45.5
7471147049_R03C01,66.99554067747712,62.8
7786915009_R06C02,55.27576901006783,53.9
7471147079_R04C01,45.38699221521043,44.2
7786923029_R04C02,45.66216118807685,40.6
7786923011_R01C01,50.529476718785276,48.6
7786923059_R03C02,48.192847034986585,49.2
7796814020_R06C02,43.6061091092526,37.9
GSM2334188,67.25580145520902,57.99999999999999
7786923029_R03C01,33.41300978471558,35.5
7786923069_R04C02,44.54337250536341,38.5
7786915063_R01C02,63.78068848419288,70.3
7471147090_R04C01,40.68575590088143,38.4
7471147134_R04C02,38.24340313532025,35.7
7507875142_R02C01,37.6288996079455,35.3
7471147099_R06C02,48.704227874413355,46.1
GSM2334542,62.13849176175644,57.0
7471147070_R05C01,62.14391088976356,63.099999999999994
7786923024_R02C01,45.766773892032404,44.3
GSM2334358,19.76994512735796,19.0
GSM2334374,50.2966438473082,48.0
7507875138_R04C01,42.923010155858066,44.5
GSM2334533,54.583944539095526,53.00000000000001
7796806165_R01C02,46.87024327353989,46.1
GSM2333937,68.06695670272862,69.0
GSM2334458,52.88334268684195,49.0
GSM2334050,64.6428822104765,69.0
7786915051_R01C02,55.25623948986885,51.9
GSM2334190,22.256778170065203,23.0
7507875142_R03C01,57.85149460648355,56.4
7471147148_R03C01,38.067467052489405,37.4
7786923016_R06C01,44.331714708300595,45.400000000000006
GSM2334110,35.15685158774535,34.0
GSM2334395,59.12875995194878,57.99999999999999
7471147098_R05C02,67.69788429183032,71.3
7786923044_R04C02,40.936970396096214,41.3
7471147059_R05C02,50.26252600202754,52.099999999999994
GSM2334232,52.660952267036315,54.0
7786923041_R06C01,51.95088986666464,53.3
7786915161_R02C01,54.67484524821138,59.0
7786915016_R03C02,51.53472483123818,47.89999999999999
GSM2334576,17.658133266634106,18.0
7471147096_R02C01,63.9409354695375,63.0
7507875026_R06C01,58.33515353769107,55.2
7786915083_R02C01,55.74363686878501,54.8
7786923014_R04C02,62.2845795569444,65.8
GSM2334231,72.69568400534516,77.0
7471147064_R01C02,45.97912514933221,44.0
7471147128_R01C02,42.860302728357965,38.7
7507875150_R05C01,39.437931464337225,39.3
7786915062_R04C01,61.8839227776122,62.0
7471147116_R06C01,48.11426848187617,49.8
GSM2334326,14.399240803732019,17.0
7786915018_R04C01,45.80975972695684,45.6
7786915008_R03C01,56.31626040587132,57.5
7471147090_R02C02,54.10125470305266,53.9
7507875027_R06C01,63.31784524092588,67.1
7471147085_R05C01,55.73413761537552,60.4
7796806165_R02C02,65.84236593826333,70.1
GSM2334176,16.855025038681006,17.0
GSM2334460,15.819999477972303,17.0
GSM2334049,25.703045717061087,26.0
7507875063_R03C02,44.90692891136133,47.2
GSM2334074,44.284915113806605,40.0
7786923056_R06C02,61.99047521511822,60.2
7471147106_R06C01,46.709467683443556,46.8
7786915113_R06C01,52.753969592068444,50.39999999999999
7786923035_R02C02,73.43686153385204,72.2
7507875154_R06C02,47.27636754487415,42.5
7786915051_R05C01,43.4436774494031,44.4
7471147095_R04C02,48.33561601102656,47.0
7786923003_R06C01,52.87246438444634,51.5
7786923012_R05C01,54.40450372577075,55.8
7471147122_R05C02,52.35184777707823,52.20000000000001
7786923040_R02C01,34.88040470981278,37.0
GSM2334214,62.35564855618973,61.0
7786923066_R05C02,56.47973377102519,47.8
7786915062_R01C01,62.159054559835596,58.9
7512560091_R04C01,48.726026882917196,46.5
7786923012_R04C01,63.593190995804264,73.1
GSM2334233,67.6404230013352,64.0
7471147125_R05C01,64.49390388343633,70.19999999999999
7786915008_R02C02,57.789711781326375,58.39999999999999
7786915005_R04C02,36.31463454435979,38.2
7786923026_R03C02,55.74774428034973,54.2
7471147077_R06C01,69.40282690059725,66.1
7471147025_R02C01,65.11628621468628,67.4
7796806129_R01C01,49.831475814647824,55.50000000000001
7471147116_R01C02,58.54725217525043,57.4
7471147116_R03C02,34.928255999039145,35.9
GSM2334026,49.7839932479435,47.0
7471147024_R06C01,42.05554559225715,43.8
7471147070_R01C01,50.66685659711093,53.3
7512560091_R03C02,35.02643312782037,36.3
7471147136_R01C01,37.98372312896143,35.2
7786915121_R04C02,68.03370360794435,71.2
GSM2334111,61.14373923203641,65.0
GSM2334115,54.12157041325832,57.99999999999999
GSM2334083,40.26132194334949,39.0
7786915101_R04C01,52.66675081847762,42.5
7471147148_R02C02,40.726526721179546,41.5
7786915153_R05C01,62.82968151852286,68.0
7786915112_R04C02,49.39298080121624,50.2
7471147081_R04C01,57.05847474470055,57.0
7471147090_R01C01,50.38591970064074,52.3
7471147058_R03C02,45.698238600847716,41.0
7471147163_R06C01,44.92047271372138,42.39999999999999
7786915079_R06C01,52.957509404080035,53.5
7786923018_R04C02,48.22269012326749,43.5
7471147146_R02C01,52.817388048583794,54.8
7471147138_R03C02,47.29221628704619,47.39999999999999
7786915132_R06C01,53.19511418576698,54.0
7471147145_R05C02,43.5825465172083,65.1
7471147165_R06C02,77.21702188476843,73.6
GSM2334607,52.70965813898215,56.0
GSM2334088,69.21154196610922,73.0
7512551029_R05C01,37.42497464036246,38.3
7786915152_R05C01,46.21475140826336,44.8
7786915063_R06C02,32.73713136749008,38.3
7786923035_R04C02,33.62645132841929,35.9
7796806168_R06C01,49.21022886354774,47.3
GSM2334104,26.36870255067081,29.0
7786923016_R05C01,37.044258137052935,37.1
7471147140_R06C02,41.999612351660176,43.6
7786915160_R03C01,54.949082619555725,52.89999999999999
7471147064_R06C01,38.30834737024186,35.3
7786915113_R01C02,45.82392440682867,48.400000000000006
7786915156_R06C01,48.40693465566201,53.5
7786915161_R06C01,53.17675893717522,48.3
7786923041_R05C01,46.84154560817769,45.10000000000001
GSM2334172,47.22913430922989,49.0
7471147079_R01C01,42.7071699979373,46.3
GSM2334556,18.31653300921363,22.000000000000004
7786915052_R03C01,52.96344880953717,55.900000000000006
7786923024_R02C02,66.68209402141937,62.2
7471147003_R05C01,65.86134048383923,68.8
GSM2334340,48.256157341906075,46.0
GSM2334339,45.286843592789396,34.0
7786923018_R02C01,54.997382176014405,57.7
7786923041_R04C02,69.73668191814355,69.1
GSM2334628,71.91497336343126,74.0
7471147098_R05C01,52.226849862867724,50.6
GSM2334165,46.27148486282496,45.0
7507875061_R03C02,58.43004128025695,55.900000000000006
GSM2334193,68.09373403069671,71.0
7796814001_R02C02,57.966731872528676,51.6
7786915036_R03C02,35.22489047723113,37.0
7471147070_R06C02,51.716855995691276,51.7
7786915127_R01C02,47.349030322902294,49.89999999999999
GSM2334368,25.991868156173272,25.0
7786923065_R06C01,49.38426478249177,47.60000000000001
7507875139_R02C02,60.83189851597997,63.3
7786915133_R06C02,52.36238137676439,51.3
GSM2334559,52.95659120848061,49.0
GSM2333934,49.94920747991998,46.0
GSM2334605,73.77761131214655,65.0
GSM2334455,79.49898829310457,80.0
7512551029_R04C01,46.12519636589317,45.6
7786923050_R04C02,41.87380407249218,42.10000000000001
7512560087_R06C01,36.486205718157024,35.6
7796814021_R01C01,36.7942683721735,35.2
7471147087_R02C02,51.99979569870027,53.3
7786923022_R01C02,38.14237721453477,35.2
7507875138_R06C02,34.82575218547193,37.1
7507875120_R06C01,65.7530763919279,71.2
7786915122_R02C01,49.02357808039585,54.5
7786915121_R01C01,62.66843058538784,61.8
7471147002_R02C02,42.61065751093036,38.599999999999994
7471147120_R04C02,68.41246543540913,67.8
7786923002_R05C02,49.91300243245668,51.7
7786923019_R04C01,65.07599157537774,68.8
GSM2334454,43.69083602417802,45.0
7471147085_R03C02,55.185874164037024,51.2
7786915023_R06C02,41.68016600850689,41.9
GSM2334253,46.93214157233165,45.0
GSM2334601,73.15007300941784,75.0
7512551046_R04C01,46.47610698286812,48.5
7786923077_R03C02,58.00161228114819,51.8
7471147102_R02C02,68.97460655995502,70.3
GSM2334416,77.10406199547164,74.0
7786915119_R06C02,51.43412849444063,50.7
7786923026_R04C02,43.13131569012747,38.599999999999994
7507875139_R01C02,45.274638847524926,43.3
7786915038_R04C02,49.71312387473064,50.8
7786915126_R06C02,57.613732077126116,56.300000000000004
7471147149_R02C02,49.72082964738311,50.8
GSM2334156,16.780223308687077,17.0
7507875062_R01C01,38.65541271470929,35.6
GSM2333998,35.88378664696356,32.0
7786915079_R01C01,49.81933886472577,48.0
7786915150_R05C01,35.44933254512392,35.2
7796814001_R06C01,67.82916285371157,62.3
GSM2333999,14.73725242250759,18.0
7507875134_R02C02,74.45577105262457,74.80000000000001
7786923069_R04C01,40.012801333182644,42.39999999999999
7786915038_R02C01,48.7146355065652,48.400000000000006
7471147089_R01C01,46.21976734877944,43.2
7786915135_R04C01,40.9837054896297,37.1
7796814001_R03C01,32.99465749358028,35.3
7786915158_R03C01,33.12385691002974,35.2
GSM2334585,32.23559509207462,31.0
7786915129_R06C02,62.61969728109886,62.0
7471147079_R01C02,41.091885859588054,40.9
7471147002_R04C01,56.99091747863672,56.5
GSM2334284,63.69232318326219,65.0
GSM2334328,20.79254205406686,23.0
7786923067_R06C02,34.782713979067225,36.2
GSM2334307,77.58350687678212,80.0
7471147077_R02C02,57.89942618922345,60.49999999999999
7471147061_R06C02,42.98410650025322,42.3
7471147094_R04C01,40.437398782950865,42.60000000000001
7786915109_R05C02,62.57647348782739,57.3
GSM2334052,45.072373565804,43.0
GSM2334149,12.58530145889497,15.0
7471147002_R05C01,35.6896899353697,35.7
7786915135_R03C01,50.75247506448943,50.2
7786923015_R04C02,41.90293099901469,41.4
7471147118_R01C02,61.513783407689665,60.0
GSM2334575,74.4490271180305,80.0
7471147024_R01C02,35.0283925362938,35.3
7796806129_R03C02,48.2170580789076,46.7
7786915129_R03C01,44.65211536531781,43.400000000000006
GSM2333990,13.282561016635457,17.0
7471147024_R04C02,43.19695436249164,45.5
7507875138_R03C01,59.2894644843718,61.8
7786915101_R02C02,46.73988795006437,45.7
7786915152_R05C02,47.2746101261646,52.20000000000001
7786915114_R02C01,54.02529804513508,50.10000000000001
7786915061_R04C01,46.03273719731379,46.4
7786915079_R03C02,54.79051246866806,55.3
7471147125_R05C02,57.833936175018465,62.2
7471147024_R03C02,36.15695782258918,35.2
7507875063_R05C01,49.75748327804569,52.8
7471147147_R05C01,45.953555570637434,47.89999999999999
GSM2334511,52.66501025857833,57.99999999999999
7786915061_R02C02,72.94402934230604,74.4
GSM2334040,66.2302947113625,67.0
7786923038_R03C02,47.7336605628839,43.0
7786923004_R02C02,34.9557090322804,35.9
7471147065_R05C01,39.16817936499501,35.3
7786923064_R02C01,37.41737899581902,35.3
7507875047_R01C02,49.68157790134043,49.8
7786923022_R04C02,51.962946394686455,51.4
7786923041_R03C01,61.64687419550893,60.4
7507875091_R01C01,46.09627759901564,41.5
GSM2334130,48.636746933063534,49.0
7471147103_R03C02,40.516660422003206,38.599999999999994
7471147148_R04C01,59.82289880771946,57.599999999999994
7471147092_R02C02,56.268681675337774,52.5
7786923031_R02C01,61.06675292779774,65.7
7786923012_R02C01,44.428380743587496,43.7
GSM2334029,60.7044948894865,61.0
GSM2334604,17.50471886459487,17.0
7786915061_R03C02,40.56647290663153,40.9
7786915158_R01C02,45.22959404525583,46.1
7512551029_R05C02,38.760712372009934,37.2
GSM2334430,78.78737914305665,81.0
7471147027_R05C02,67.89477696042212,66.1
7471147085_R03C01,44.27643851013379,43.1
7786915156_R01C01,41.426047348369394,42.0
GSM2334020,50.97968608691393,52.0
7786915091_R05C01,54.362297570517896,56.5
7471147096_R02C02,60.81370005259408,63.8
GSM2333980,32.62810246857606,32.0
7786915120_R01C02,40.50271853194404,39.9
7786915113_R02C02,45.947340743609004,45.900000000000006
7786915046_R05C02,47.64751396288652,42.7
7786923022_R05C01,55.45560074591906,50.900000000000006
7471147145_R03C01,37.66037568125918,37.1
7786923050_R06C02,40.3445060431312,39.8
7471147127_R02C01,35.402148377570285,35.6
7471147012_R04C02,56.85909721895858,54.2
7471147092_R01C01,41.43886942524494,37.0
7512551025_R01C02,35.60071387569009,35.5
7507875061_R01C02,55.08518595624334,57.199999999999996
7471147149_R01C01,66.60548792017084,66.4
7786915122_R06C02,52.30010305924785,53.00000000000001
7786915152_R03C02,52.74282937867599,56.1
7786915156_R02C02,50.94440905437993,55.50000000000001
7471147096_R06C01,67.7792596758784,69.9
7786915105_R06C01,37.0022201948582,35.2
7471147118_R03C01,65.93370576219266,66.80000000000001
7471147065_R01C02,58.352280989079844,57.4
7786923040_R05C02,45.6087702586262,46.2
7786923010_R05C01,50.22577252563169,46.599999999999994
7471147141_R02C01,42.682699480480444,42.2
7471147139_R02C02,63.61674239034969,66.3
7786915062_R05C01,55.626295305113366,56.1
GSM2334344,49.96044217906213,51.0
7786923004_R03C02,55.96306134980181,62.70000000000001
GSM2333924,15.067544111727518,16.0
7786915107_R03C02,69.71418824397111,71.5
7786923066_R03C02,40.956860768071294,35.2
7471147002_R03C01,47.8282197101063,44.3
GSM2334612,73.99429907826193,77.0
7471147055_R06C01,53.0675931682735,53.9
7786923016_R06C02,57.1658378167372,59.1
7786915109_R03C02,47.562150256761996,49.2
7786915083_R06C01,67.37804823116977,72.5
7786923023_R01C02,69.05165817819199,72.7
7471147003_R06C02,51.51113447412875,47.8
GSM2334268,72.75108616973104,69.0
7471147120_R01C01,59.410992826965135,62.0
7786915018_R03C01,38.258354388804065,37.5
7786915016_R04C02,56.83699652811599,58.2
GSM2334196,42.39130827741469,39.0
GSM2334261,65.99972405622046,70.0
7786915152_R03C01,51.457731066973125,50.8
7786915061_R02C01,53.32743610150656,56.5
7471147098_R02C02,59.46382843108701,63.7
7786923017_R06C02,62.0867175966164,64.4
7471147072_R03C01,57.73282278020379,57.9
GSM2334170,66.96785813193837,67.0
7786923038_R02C01,50.18848438861157,45.900000000000006
7786915127_R05C01,58.651129985383,50.2
7507875063_R02C02,37.933295631452566,35.4
7786923077_R03C01,53.55367168248084,53.2
7507875142_R06C02,43.39748373399024,44.7
7786915049_R02C01,37.58732023305488,35.2
7786915055_R06C02,55.28558381268178,52.099999999999994
GSM2334341,55.438965936210984,57.0
7786923031_R06C01,51.04707836215459,54.6
7786915166_R03C02,42.98800604066235,42.5
7796806165_R04C02,47.03725294253907,46.9
7786915160_R02C02,50.20695691736677,51.0
7786915092_R02C02,43.314701094326644,48.8
7786923066_R01C02,55.872791564541274,55.7
7786915009_R02C01,47.11386125334943,47.39999999999999
GSM2334097,72.27873260287939,69.0
7471147012_R05C02,64.55895917220829,60.0
7471147102_R01C02,46.945035541878994,46.5
GSM2334600,69.2371437303243,72.0
7786915114_R01C01,33.733758472159124,36.7
7786915120_R05C01,34.13425316330597,35.2
7471147134_R01C01,65.4370138225925,59.8
7471147055_R02C01,38.222924807616096,38.5
GSM2334001,45.47442658177249,43.0
GSM2333967,63.26259508790599,62.0
7786915109_R04C01,71.37702367332399,66.6
7471147027_R06C02,60.79594388311596,64.0
GSM2334079,52.752990320241224,48.0
GSM2333950,82.64370183309435,81.0
GSM2334066,45.59437332024264,42.0
7786915144_R05C01,41.28917608743216,42.3
7471147079_R06C01,45.09616257911678,41.5
GSM2334524,20.844743230252675,18.0
GSM2334317,39.62189817928212,40.0
7786923006_R06C02,69.03698975160349,74.80000000000001
GSM2334631,70.35970274788954,72.0
7471147075_R05C02,48.05640709582478,49.599999999999994
7471147089_R06C02,40.11898030094798,39.7
GSM2334304,47.55536232478645,47.0
GSM2334421,16.98517702063731,20.0
GSM2334206,31.84730840773256,31.0
7471147025_R01C01,44.383701085841196,44.7
GSM2334516,87.61431931073223,83.0
7471147121_R06C02,46.57494982696825,45.8
7786915083_R04C01,30.73381113977458,35.6
7786915120_R03C01,43.429543093902566,39.7
GSM2334532,12.795616007128135,15.0
GSM2334046,71.29133017474047,75.0
7786915042_R06C01,46.31844381882879,48.2
7507875155_R01C02,57.722961443889155,57.9
7786915158_R06C02,67.4971319401028,72.9
GSM2334041,53.98503379024244,55.0
7786923004_R02C01,42.091031867140046,43.2
GSM2334075,46.63608925398846,50.0
7471147102_R04C02,76.8414148775471,67.5
7786915126_R04C02,47.96801659889131,52.20000000000001
7512560094_R06C02,50.71083989085224,56.4
7786915133_R02C02,50.79257305494488,49.5
7786923085_R05C02,55.75497214787167,55.10000000000001
7507875061_R04C02,37.85215600017158,36.2
7786923049_R05C01,58.0075568290605,57.99999999999999
7786915007_R04C01,57.780234073352666,61.5
GSM2334173,21.342184914597723,24.0
GSM2334016,69.97006965932528,68.0
7786915038_R01C01,45.58190002917087,46.9
GSM2334348,52.35415416090103,53.00000000000001
7786915152_R01C02,54.842483215854976,48.6
7786923036_R03C01,41.09161539723576,35.2
GSM2334018,19.2388430080487,20.0
7786923002_R02C01,54.75711437720373,57.8
GSM2333948,42.06190023973531,39.0
7786915062_R01C02,46.230225257124474,42.7
7786923018_R03C02,54.16452602715528,50.0
GSM2334038,52.69587611914336,48.0
7786915109_R02C02,44.48969013995051,46.1
7471147085_R01C02,67.29567387277663,59.9
7471147049_R06C01,47.39200121561042,47.7
7786915092_R01C02,47.13740290458004,46.2
7786923017_R01C01,49.57146768922418,50.2
7786923037_R06C01,48.591078427012775,47.60000000000001
7507875061_R02C02,55.69434269548696,54.0
7786915134_R04C02,59.48657614163609,62.1
7786923059_R06C02,38.399936590812445,38.9
7786915042_R04C01,49.14242588969694,47.7
GSM2333985,18.80463061302155,19.0
7786923020_R01C01,55.52868174380686,53.1
7471147047_R04C02,44.06332186988007,42.900000000000006
7786915126_R03C02,36.592691894535996,36.4
7786915121_R05C02,59.6217093944784,61.1
7786915038_R05C02,51.38754909886113,55.2
7471147088_R04C01,41.94348981086683,38.4
GSM2333938,21.388504917808532,23.0
7507875153_R03C01,46.439399098253375,46.2
7786915114_R05C02,54.16615887997508,55.3
7786915029_R06C01,52.85545658488282,56.2
GSM2334106,33.77421794541648,35.0
7786915046_R04C02,66.74847831074592,66.2
7512551016_R04C02,49.295389327151085,47.8
7471147148_R05C01,39.536322902288966,38.5
GSM2334437,43.190103524711,39.0
7471147149_R01C02,48.18020527862607,48.5
7471147105_R01C02,68.91663177118762,71.6
7786915090_R03C02,66.07130208743155,68.5
7507875142_R04C01,66.92847547337128,61.29999999999999
7786923025_R02C02,47.500423710775415,46.2
7786915133_R03C01,54.79778658398411,47.60000000000001
7507875155_R04C02,43.26177941686191,43.9
GSM2334572,20.068574916154304,20.0
7471147085_R01C01,49.008515620856635,48.3
7786923027_R01C02,61.12157808950484,60.099999999999994
7786915151_R05C02,61.12055602989643,55.10000000000001
7507875061_R06C02,58.2099269799413,53.5
7786923024_R04C01,46.858357296627744,47.3
7471147147_R02C02,49.648822759254514,43.5
7786915129_R06C01,56.16078655688444,48.3
7507875063_R04C02,48.61328120914523,51.7
7786915133_R04C02,41.77435121849253,39.6
7786923003_R02C02,58.831810258868124,54.5
7507875062_R01C02,67.30954585659478,67.3
7786915009_R03C02,40.873081725278,40.4
7471147085_R06C01,65.24255663677167,68.2
7471147078_R01C02,43.18155194999508,44.89999999999999
7786915083_R04C02,46.46036737959484,45.0
7786923011_R06C02,50.171024162921526,51.2
7786915161_R02C02,42.741014067879945,41.5
7786923069_R03C02,50.62467471491868,49.89999999999999
GSM2334351,48.59473977816815,50.0
7786915099_R06C02,44.64676204099705,44.3
7471147012_R02C01,70.99220403208525,74.5
7786915042_R05C01,52.89918369149308,51.2
7786923023_R02C02,69.52040075947303,73.7
7786923018_R01C01,61.958203906510704,69.2
7786923003_R04C02,60.305221246890675,55.2
7796814014_R05C02,41.36546105635423,44.8
7786915152_R01C01,50.342770120171565,49.0
GSM2334406,78.9160996616549,81.0
7471147081_R05C01,44.72729504237694,46.2
7512551029_R02C02,55.618036411364905,62.3
7471147049_R02C01,45.74377007249798,47.39999999999999
7471147094_R03C02,61.077670584988134,65.5
7786915112_R02C01,58.56484124870986,52.3
7786923012_R03C01,45.85264537068923,42.8
7512560094_R04C02,56.528909346015176,50.7
GSM2334350,34.033818931189984,36.0
7471147064_R02C02,47.68584914296332,48.3
GSM2334298,38.69438689675612,38.0
7786915122_R02C02,40.155584926088906,36.900000000000006
7786915160_R06C01,45.70827315510409,45.3
7471147090_R03C01,64.63513877371722,66.0
7786915132_R02C02,46.233692427226636,47.60000000000001
7786923013_R03C01,33.38280968443687,37.1
7786915120_R02C01,37.671666257279746,35.1
7507875026_R06C02,46.27834331785239,48.5
7471147069_R01C02,66.81359989894405,62.1
7507875047_R02C02,39.30265231867423,38.9
7471147030_R05C02,61.47351142305748,59.2
7786915119_R02C02,44.564681662654664,43.2
7786923069_R02C02,62.62605799290423,62.3
7786915061_R05C01,35.402299872635574,36.10000000000001
7471147105_R01C01,46.52179252986417,49.4
7507875138_R01C02,63.438327275748094,69.2
7796806165_R01C01,54.67886328873671,51.9
7786923030_R02C02,53.15431356604253,57.199999999999996
7786915117_R02C02,38.89845479485284,36.10000000000001
7471147163_R02C01,64.69062631837596,57.599999999999994
7786915114_R05C01,39.66660902275885,37.7
7786915129_R02C01,39.892130500346624,38.4
7796814021_R04C02,54.31759759249049,52.7
GSM2334452,23.964497134334337,23.0
7471147004_R05C02,54.235370258255095,53.1
7786923011_R03C02,46.10917260372663,45.7
GSM2334251,31.25248783906179,29.0
7786915130_R02C02,67.21958093142248,70.3
7786915099_R01C01,38.38598139937686,39.9
7507875118_R06C01,49.63402129860202,52.3
7786915099_R05C02,35.799104836926944,36.6
7786923028_R01C01,37.84506302242282,37.7
